Order_ID,Product_ID,Product_Category,Quantity,Warehouse_ID,Warehouse_Location,Order_Date,Shipment_Date,Delivery_Date,Stock_Level,Reorder_Level,Supplier_ID,Supplier_Name,Cost_Per_Unit,Total_Cost,Delivery_Status,Delay_Days,Customer_Region,Shipping_Mode,Priority,Month,Year
O112868,P4802,Electronics,384,W5,Riyadh,7/29/2024,8/1/2024,8/6/2024,467,93,S401,PrimeDistributors,233.4,89625.6,In Transit,2,New York,Sea,Medium,7,2024
O112869,P7300,Automotive Parts,466,W1,Dammam,11/17/2024,11/23/2024,11/29/2024,605,90,S566,PrimeDistributors,358.41,167019.06,Delivered,1,Abha,Road,Medium,11,2024
O112870,P2454,Automotive Parts,322,W3,Mecca,1/10/2022,1/12/2022,1/22/2022,817,292,S445,SupplyCo,371.23,119536.06,Delivered,6,Tabuk,Road,Medium,1,2022
O112871,P5369,Clothing,45,W3,Jeddah,11/25/2024,11/29/2024,12/9/2024,160,64,S614,SupplyCo,338.19,15218.55,Cancelled,8,Dubai,Air,High,11,2024
O112872,P6748,Automotive Parts,495,W5,Medina,5/14/2024,5/17/2024,5/19/2024,567,292,S284,WarePro,371.1,183694.5,Pending,0,Tabuk,Rail,High,5,2024
O112873,P1072,Food & Beverages,391,W2,Jeddah,4/22/2025,4/28/2025,5/3/2025,826,266,S608,GlobalSupplies,473.64,185193.24,Pending,3,Abu Dhabi,Air,High,4,2025
O112874,P5967,Food & Beverages,389,W2,Medina,6/7/2024,6/9/2024,6/10/2024,370,293,S424,WarePro,32.78,12751.42,Cancelled,0,Abha,Road,Medium,6,2024
O112875,P9464,Pharmaceuticals,136,W5,Riyadh,2/5/2023,2/8/2023,2/18/2023,673,285,S463,GlobalSupplies,109.57,14901.52,In Transit,8,Riyadh,Air,Low,2,2023
O112876,P8712,Electronics,109,W5,Riyadh,4/1/2023,4/1/2023,4/6/2023,794,181,S792,WarePro,385.81,42053.29,In Transit,3,Abu Dhabi,Road,High,4,2023
O112877,P1891,Furniture,445,W5,Riyadh,11/18/2022,11/19/2022,11/21/2022,761,164,S569,SupplyCo,370.95,165072.75,In Transit,0,Dammam,Sea,High,11,2022
O112878,P2341,Automotive Parts,293,W2,Dammam,6/1/2021,6/8/2021,6/17/2021,898,248,S412,WarePro,379.4,111164.2,Cancelled,7,Tabuk,Road,Low,6,2021
O112879,P9353,Clothing,131,W3,Jeddah,12/19/2024,12/26/2024,12/29/2024,309,204,S374,SupplyCo,328.69,43058.39,Pending,0,Makkah,Air,Low,12,2024
O112880,P9388,Clothing,453,W1,Medina,10/7/2021,10/7/2021,10/16/2021,513,192,S600,WarePro,313.94,142214.82,In Transit,6,Dammam,Sea,Medium,10,2021
O112881,P7884,Clothing,438,W2,Jeddah,8/3/2023,8/5/2023,8/13/2023,980,125,S852,GlobalSupplies,471.13,206354.94,Delivered,6,Dammam,Road,Medium,8,2023
O112882,P4933,Automotive Parts,362,W2,Mecca,10/31/2024,11/5/2024,11/10/2024,564,53,S297,GlobalSupplies,280.66,101598.92,In Transit,1,Abha,Road,Medium,10,2024
O112883,P5134,Automotive Parts,95,W2,Riyadh,2/21/2023,2/28/2023,3/2/2023,512,278,S247,SupplyCo,176.44,16761.8,In Transit,0,Khobar,Road,Medium,2,2023
O112884,P9342,Automotive Parts,89,W5,Medina,5/27/2023,5/27/2023,5/31/2023,473,281,S524,SupplyCo,429.82,38253.98,Cancelled,2,New York,Rail,Low,5,2023
O112885,P8762,Pharmaceuticals,234,W5,Dammam,1/4/2025,1/7/2025,1/17/2025,989,101,S492,WarePro,307.47,71947.98,In Transit,6,Los Angeles,Rail,High,1,2025
O112886,P5085,Automotive Parts,219,W4,Dammam,8/28/2021,8/29/2021,9/1/2021,713,288,S260,GlobalSupplies,139.57,30565.83,Delivered,0,Makkah,Road,High,8,2021
O112887,P2412,Electronics,186,W1,Jeddah,5/27/2025,5/30/2025,6/1/2025,796,261,S656,QuickShip,484.18,90057.48,Delivered,0,Dubai,Sea,Low,5,2025
O112888,P5753,Automotive Parts,66,W4,Medina,10/2/2023,10/5/2023,10/10/2023,329,168,S115,QuickShip,232.57,15349.62,Delivered,1,Dubai,Air,Medium,10,2023
O112889,P2786,Automotive Parts,118,W5,Jeddah,3/29/2021,4/5/2021,4/9/2021,881,299,S418,PrimeDistributors,137.69,16247.42,Cancelled,2,Makkah,Rail,High,3,2021
O112890,P7920,Clothing,211,W5,Jeddah,1/24/2025,1/28/2025,2/5/2025,763,69,S743,QuickShip,184.82,38997.02,In Transit,3,Tabuk,Road,Low,1,2025
O112891,P4668,Electronics,167,W1,Riyadh,4/8/2021,4/12/2021,4/18/2021,638,263,S460,QuickShip,430.87,71955.29,Cancelled,1,Dammam,Road,Medium,4,2021
O112892,P3102,Clothing,230,W2,Mecca,8/2/2021,8/2/2021,8/9/2021,449,205,S827,WarePro,381.08,87648.4,Cancelled,5,Abu Dhabi,Rail,High,8,2021
O112893,P3979,Electronics,43,W1,Medina,12/21/2024,12/28/2024,12/30/2024,546,275,S151,PrimeDistributors,258.77,11127.11,Cancelled,0,New York,Rail,High,12,2024
O112894,P8770,Electronics,121,W1,Dammam,9/5/2022,9/12/2022,9/21/2022,894,190,S251,PrimeDistributors,10.29,1245.09,Cancelled,6,Tabuk,Air,High,9,2022
O112895,P2334,Clothing,31,W2,Jeddah,2/24/2023,2/27/2023,3/5/2023,637,226,S993,GlobalSupplies,446.63,13845.53,In Transit,2,Jazan,Air,High,2,2023
O112896,P7154,Automotive Parts,187,W4,Medina,2/16/2021,2/22/2021,2/23/2021,417,155,S537,PrimeDistributors,186.19,34817.53,Pending,0,Jazan,Road,Low,2,2021
O112897,P3533,Furniture,160,W3,Mecca,6/26/2023,6/26/2023,6/27/2023,49,152,S590,SupplyCo,105.55,16888,Delivered,0,New York,Sea,Low,6,2023
O112898,P1290,Pharmaceuticals,483,W4,Mecca,9/4/2023,9/11/2023,9/12/2023,25,110,S360,PrimeDistributors,14.96,7225.68,Delivered,0,Dammam,Sea,High,9,2023
O112899,P9353,Electronics,411,W2,Dammam,8/20/2023,8/20/2023,8/24/2023,294,81,S854,PrimeDistributors,397.09,163203.99,Cancelled,2,New York,Road,Low,8,2023
O112900,P2416,Automotive Parts,64,W3,Medina,1/26/2021,1/29/2021,2/6/2021,545,263,S241,SupplyCo,399.38,25560.32,Pending,6,Los Angeles,Rail,Low,1,2021
O112901,P2332,Electronics,45,W4,Jeddah,9/14/2024,9/14/2024,9/21/2024,812,201,S237,SupplyCo,447.04,20116.8,Cancelled,2,Los Angeles,Rail,High,9,2024
O112902,P3984,Pharmaceuticals,283,W4,Medina,7/15/2021,7/17/2021,7/26/2021,146,117,S168,PrimeDistributors,295,83485,Cancelled,7,Madina,Rail,Medium,7,2021
O112903,P8541,Clothing,378,W3,Medina,10/11/2023,10/13/2023,10/20/2023,921,287,S814,WarePro,19.94,7537.32,Pending,3,Riyadh,Air,Low,10,2023
O112904,P7894,Clothing,297,W1,Dammam,4/10/2025,4/14/2025,4/22/2025,105,68,S868,PrimeDistributors,393.63,116908.11,Cancelled,6,Dammam,Air,High,4,2025
O112905,P6733,Electronics,448,W4,Medina,11/24/2023,12/1/2023,12/6/2023,501,291,S919,WarePro,362.9,162579.2,Pending,3,Abha,Rail,High,11,2023
O112906,P9076,Food & Beverages,147,W1,Mecca,6/13/2021,6/16/2021,6/19/2021,438,121,S903,QuickShip,497.21,73089.87,Pending,0,Khobar,Sea,Low,6,2021
O112907,P5159,Furniture,365,W4,Riyadh,12/31/2024,1/2/2025,1/7/2025,513,182,S722,SupplyCo,483.3,176404.5,In Transit,0,Abu Dhabi,Rail,Medium,12,2024
O112908,P9031,Pharmaceuticals,390,W3,Riyadh,9/7/2024,9/13/2024,9/21/2024,394,232,S410,GlobalSupplies,247.23,96419.7,In Transit,3,Dammam,Road,Medium,9,2024
O112909,P3721,Food & Beverages,320,W3,Riyadh,12/12/2021,12/12/2021,12/20/2021,17,213,S369,SupplyCo,452.64,144844.8,Cancelled,6,Dammam,Sea,High,12,2021
O112910,P5857,Automotive Parts,464,W3,Medina,6/11/2022,6/13/2022,6/16/2022,613,273,S940,GlobalSupplies,102.81,47703.84,In Transit,0,Makkah,Sea,Low,6,2022
O112911,P7171,Pharmaceuticals,374,W1,Dammam,12/5/2021,12/12/2021,12/22/2021,965,224,S206,GlobalSupplies,261.51,97804.74,Pending,7,Dammam,Road,Medium,12,2021
O112912,P9106,Furniture,397,W4,Jeddah,12/2/2021,12/4/2021,12/7/2021,468,91,S798,QuickShip,8.36,3318.92,Pending,0,Abu Dhabi,Road,Low,12,2021
O112913,P2594,Automotive Parts,280,W3,Riyadh,12/24/2024,12/24/2024,12/29/2024,451,155,S245,GlobalSupplies,109.06,30536.8,In Transit,0,Tabuk,Road,Medium,12,2024
O112914,P3241,Clothing,113,W3,Mecca,10/26/2023,10/27/2023,10/30/2023,12,136,S871,WarePro,490.71,55450.23,Cancelled,0,Abu Dhabi,Sea,High,10,2023
O112915,P5372,Automotive Parts,470,W2,Dammam,5/21/2025,5/22/2025,5/26/2025,217,144,S596,PrimeDistributors,221.94,104311.8,Delivered,0,Madina,Road,Low,5,2025
O112916,P2699,Pharmaceuticals,295,W4,Jeddah,4/14/2022,4/14/2022,4/21/2022,848,172,S385,PrimeDistributors,147.07,43385.65,Delivered,5,New York,Rail,Medium,4,2022
O112917,P3075,Clothing,302,W4,Mecca,2/27/2025,3/1/2025,3/5/2025,529,159,S114,SupplyCo,255.51,77164.02,Delivered,0,Abha,Air,Medium,2,2025
O112918,P9251,Electronics,246,W4,Medina,3/22/2022,3/28/2022,3/31/2022,948,153,S348,SupplyCo,427.38,105135.48,Cancelled,0,Tabuk,Sea,Medium,3,2022
O112919,P6615,Clothing,45,W1,Medina,11/22/2022,11/29/2022,12/5/2022,392,172,S308,QuickShip,453.15,20391.75,Cancelled,3,Khobar,Rail,Low,11,2022
O112920,P4717,Pharmaceuticals,45,W1,Mecca,6/22/2025,6/28/2025,7/2/2025,874,87,S817,SupplyCo,496.16,22327.2,In Transit,2,Riyadh,Sea,High,6,2025
O112921,P6683,Electronics,361,W5,Riyadh,1/11/2025,1/12/2025,1/17/2025,428,70,S151,PrimeDistributors,102.41,36970.01,Cancelled,1,New York,Sea,Medium,1,2025
O112922,P2913,Clothing,329,W1,Jeddah,4/16/2021,4/21/2021,4/22/2021,752,132,S517,WarePro,285.82,94034.78,Delivered,0,Tabuk,Rail,High,4,2021
O112923,P9266,Electronics,33,W4,Mecca,12/18/2021,12/18/2021,12/24/2021,275,114,S759,WarePro,300.64,9921.12,Cancelled,4,Abha,Sea,High,12,2021
O112924,P7219,Furniture,266,W5,Medina,3/5/2025,3/7/2025,3/15/2025,988,225,S832,WarePro,43.61,11600.26,Cancelled,5,Dubai,Air,Low,3,2025
O112925,P7274,Pharmaceuticals,251,W4,Dammam,12/4/2021,12/11/2021,12/19/2021,292,100,S369,QuickShip,52.22,13107.22,Pending,4,Dubai,Air,High,12,2021
O112926,P4980,Electronics,410,W3,Dammam,10/25/2021,10/25/2021,10/28/2021,566,245,S712,PrimeDistributors,337.4,138334,Pending,0,Dubai,Rail,Low,10,2021
O112927,P9881,Pharmaceuticals,326,W3,Riyadh,1/4/2022,1/9/2022,1/12/2022,558,129,S261,QuickShip,470.67,153438.42,In Transit,0,Abu Dhabi,Air,High,1,2022
O112928,P9821,Pharmaceuticals,494,W4,Medina,12/9/2023,12/9/2023,12/16/2023,107,130,S383,SupplyCo,407.14,201127.16,Pending,3,Makkah,Sea,Low,12,2023
O112929,P4467,Automotive Parts,188,W3,Medina,2/29/2024,2/29/2024,3/9/2024,906,146,S421,PrimeDistributors,331.69,62357.72,Cancelled,7,Khobar,Road,Low,2,2024
O112930,P3654,Clothing,325,W4,Jeddah,10/25/2023,10/27/2023,10/28/2023,212,88,S220,PrimeDistributors,434.73,141287.25,Delivered,0,Tabuk,Sea,High,10,2023
O112931,P7407,Electronics,429,W5,Jeddah,1/23/2025,1/27/2025,2/5/2025,763,287,S651,WarePro,384.58,164984.82,Delivered,5,Dammam,Air,Low,1,2025
O112932,P7144,Food & Beverages,54,W3,Jeddah,1/7/2021,1/9/2021,1/17/2021,351,265,S424,SupplyCo,80.5,4347,In Transit,5,New York,Road,Low,1,2021
O112933,P6551,Furniture,224,W1,Riyadh,6/6/2022,6/13/2022,6/18/2022,780,120,S424,GlobalSupplies,462.74,103653.76,Delivered,0,Dubai,Rail,High,6,2022
O112934,P1277,Food & Beverages,490,W1,Mecca,4/9/2025,4/16/2025,4/26/2025,558,255,S970,SupplyCo,352.57,172759.3,Cancelled,8,Khobar,Sea,High,4,2025
O112935,P3390,Automotive Parts,7,W1,Medina,6/18/2021,6/18/2021,6/25/2021,755,203,S877,GlobalSupplies,138.32,968.24,In Transit,4,Jazan,Air,High,6,2021
O112936,P7085,Electronics,27,W1,Dammam,12/9/2024,12/16/2024,12/23/2024,521,98,S270,WarePro,26.27,709.29,Pending,4,Abu Dhabi,Rail,Medium,12,2024
O112937,P1531,Electronics,305,W4,Medina,5/2/2024,5/9/2024,5/13/2024,990,224,S629,SupplyCo,170.59,52029.95,Delivered,0,Abu Dhabi,Road,High,5,2024
O112938,P3356,Clothing,235,W1,Mecca,1/11/2025,1/16/2025,1/24/2025,283,273,S103,SupplyCo,426.5,100227.5,Delivered,6,Dubai,Air,Medium,1,2025
O112939,P1639,Clothing,26,W1,Dammam,6/25/2025,6/30/2025,7/10/2025,495,288,S643,PrimeDistributors,59.28,1541.28,Delivered,6,Madina,Rail,Medium,6,2025
O112940,P3619,Pharmaceuticals,424,W3,Dammam,12/27/2022,1/3/2023,1/12/2023,999,210,S813,GlobalSupplies,54.87,23264.88,Cancelled,6,Khobar,Road,Low,12,2022
O112941,P5137,Electronics,381,W5,Dammam,3/14/2025,3/19/2025,3/24/2025,259,162,S390,SupplyCo,272.02,103639.62,Cancelled,1,Madina,Road,Low,3,2025
O112942,P5671,Electronics,202,W4,Riyadh,5/13/2025,5/15/2025,5/22/2025,656,299,S355,PrimeDistributors,156.76,31665.52,Cancelled,4,Dubai,Rail,High,5,2025
O112943,P8002,Clothing,343,W1,Dammam,8/23/2024,8/27/2024,8/28/2024,786,130,S670,PrimeDistributors,462.27,158558.61,Cancelled,0,Jazan,Road,Medium,8,2024
O112944,P8609,Electronics,181,W5,Jeddah,3/14/2021,3/19/2021,3/29/2021,387,199,S877,PrimeDistributors,285.55,51684.55,Delivered,7,Jazan,Air,Low,3,2021
O112945,P9813,Clothing,171,W3,Jeddah,4/22/2022,4/26/2022,4/27/2022,764,259,S644,PrimeDistributors,180.46,30858.66,Delivered,0,Madina,Air,High,4,2022
O112946,P7879,Furniture,430,W2,Dammam,10/17/2021,10/23/2021,10/24/2021,218,198,S593,GlobalSupplies,473.05,203411.5,Cancelled,0,Tabuk,Air,Medium,10,2021
O112947,P3537,Electronics,418,W1,Riyadh,8/23/2024,8/25/2024,8/30/2024,300,219,S608,SupplyCo,299.86,125341.48,Cancelled,1,Riyadh,Rail,Medium,8,2024
O112948,P9836,Pharmaceuticals,216,W3,Mecca,12/7/2022,12/11/2022,12/14/2022,291,66,S456,WarePro,58.62,12661.92,Cancelled,0,Abha,Rail,Medium,12,2022
O112949,P6622,Furniture,85,W2,Medina,2/12/2024,2/15/2024,2/19/2024,397,253,S330,GlobalSupplies,335.26,28497.1,In Transit,0,New York,Sea,Low,2,2024
O112950,P4217,Food & Beverages,130,W2,Mecca,11/1/2022,11/6/2022,11/9/2022,312,263,S444,QuickShip,387.22,50338.6,Cancelled,1,Abha,Road,Low,11,2022
O112951,P1910,Food & Beverages,106,W2,Dammam,6/14/2024,6/17/2024,6/21/2024,406,69,S229,QuickShip,257.89,27336.34,Delivered,0,Abha,Air,Low,6,2024
O112952,P9911,Pharmaceuticals,171,W3,Mecca,10/6/2022,10/13/2022,10/20/2022,498,245,S210,GlobalSupplies,158.65,27129.15,Cancelled,3,Abu Dhabi,Air,Medium,10,2022
O112953,P4575,Furniture,372,W1,Jeddah,3/18/2025,3/23/2025,3/28/2025,509,59,S695,WarePro,476.03,177083.16,Cancelled,1,Abu Dhabi,Road,High,3,2025
O112954,P5749,Food & Beverages,374,W4,Jeddah,5/19/2024,5/23/2024,5/27/2024,812,125,S472,GlobalSupplies,177.11,66239.14,Pending,1,Khobar,Sea,Low,5,2024
O112955,P8715,Food & Beverages,154,W4,Medina,10/30/2022,11/3/2022,11/6/2022,497,189,S960,PrimeDistributors,408.17,62858.18,In Transit,0,Madina,Air,Low,10,2022
O112956,P1050,Furniture,411,W3,Mecca,12/8/2024,12/13/2024,12/15/2024,304,120,S533,WarePro,162.71,66873.81,Cancelled,0,Abha,Road,High,12,2024
O112957,P3175,Pharmaceuticals,135,W1,Dammam,10/19/2024,10/21/2024,10/23/2024,121,297,S404,QuickShip,22.31,3011.85,In Transit,0,Tabuk,Road,High,10,2024
O112958,P5743,Pharmaceuticals,19,W1,Riyadh,7/29/2022,8/5/2022,8/9/2022,810,206,S825,WarePro,64.3,1221.7,Pending,2,Abha,Road,Medium,7,2022
O112959,P9259,Electronics,351,W3,Dammam,6/7/2022,6/12/2022,6/21/2022,860,61,S416,QuickShip,81.08,28459.08,Pending,5,Abha,Sea,High,6,2022
O112960,P5784,Food & Beverages,89,W2,Jeddah,1/2/2022,1/4/2022,1/6/2022,647,153,S892,WarePro,106.03,9436.67,Pending,0,Abu Dhabi,Road,Medium,1,2022
O112961,P6177,Electronics,296,W4,Dammam,4/23/2022,4/26/2022,5/2/2022,406,298,S329,PrimeDistributors,258.29,76453.84,Cancelled,2,Khobar,Air,Medium,4,2022
O112962,P1256,Food & Beverages,321,W4,Mecca,5/25/2021,5/29/2021,6/5/2021,362,260,S878,QuickShip,129.28,41498.88,Pending,3,Khobar,Rail,Low,5,2021
O112963,P7445,Clothing,167,W5,Medina,3/2/2022,3/4/2022,3/10/2022,408,152,S270,SupplyCo,212.49,35485.83,Pending,1,Dubai,Sea,High,3,2022
O112964,P4664,Automotive Parts,175,W3,Jeddah,1/14/2022,1/19/2022,1/29/2022,648,176,S636,PrimeDistributors,394.39,69018.25,Cancelled,8,Riyadh,Sea,High,1,2022
O112965,P2649,Furniture,150,W5,Mecca,2/6/2022,2/8/2022,2/12/2022,321,119,S952,GlobalSupplies,191,28650,Cancelled,0,Riyadh,Rail,Low,2,2022
O112966,P3372,Furniture,175,W1,Mecca,9/10/2022,9/17/2022,9/27/2022,335,211,S680,QuickShip,467.18,81756.5,In Transit,8,Dammam,Rail,Low,9,2022
O112967,P7831,Food & Beverages,80,W1,Medina,12/6/2021,12/13/2021,12/19/2021,238,151,S209,PrimeDistributors,459.26,36740.8,Cancelled,3,Khobar,Sea,High,12,2021
O112968,P8518,Automotive Parts,120,W3,Jeddah,7/16/2021,7/21/2021,7/29/2021,489,127,S617,SupplyCo,387.01,46441.2,Pending,4,Dubai,Rail,High,7,2021
O112969,P4454,Automotive Parts,10,W1,Dammam,3/10/2024,3/13/2024,3/14/2024,670,119,S996,GlobalSupplies,422.07,4220.7,Delivered,0,Dubai,Sea,Medium,3,2024
O112970,P8041,Electronics,69,W5,Mecca,4/5/2023,4/7/2023,4/14/2023,318,279,S359,SupplyCo,202.51,13973.19,Pending,3,Khobar,Road,Low,4,2023
O112971,P1229,Food & Beverages,39,W4,Dammam,3/13/2022,3/14/2022,3/20/2022,939,201,S177,QuickShip,244.14,9521.46,Pending,3,Abha,Rail,Low,3,2022
O112972,P5808,Pharmaceuticals,231,W1,Jeddah,10/5/2024,10/7/2024,10/9/2024,9,64,S371,PrimeDistributors,195.63,45190.53,In Transit,0,Madina,Road,Low,10,2024
O112973,P6261,Pharmaceuticals,203,W5,Dammam,10/9/2022,10/13/2022,10/16/2022,170,88,S328,QuickShip,191.43,38860.29,Delivered,1,Madina,Sea,Low,10,2022
O112974,P8645,Automotive Parts,122,W3,Dammam,5/6/2021,5/7/2021,5/16/2021,316,165,S276,WarePro,40.14,4897.08,In Transit,7,Dammam,Sea,Low,5,2021
O112975,P4605,Clothing,128,W2,Riyadh,10/6/2021,10/8/2021,10/12/2021,53,157,S606,GlobalSupplies,403.1,51596.8,Delivered,0,Los Angeles,Road,Medium,10,2021
O112976,P3394,Automotive Parts,328,W4,Mecca,2/13/2025,2/16/2025,2/23/2025,807,158,S104,GlobalSupplies,50.6,16596.8,Pending,2,New York,Sea,Medium,2,2025
O112977,P4415,Automotive Parts,422,W5,Medina,1/24/2024,1/26/2024,2/1/2024,325,278,S231,QuickShip,445.09,187827.98,Cancelled,3,Los Angeles,Air,Medium,1,2024
O112978,P9166,Food & Beverages,171,W5,Riyadh,6/11/2025,6/17/2025,6/20/2025,638,257,S827,SupplyCo,377.21,64502.91,Cancelled,0,Dammam,Rail,High,6,2025
O112979,P3886,Furniture,340,W1,Dammam,5/22/2022,5/23/2022,5/29/2022,382,289,S200,GlobalSupplies,367.93,125096.2,Cancelled,2,Abu Dhabi,Rail,Low,5,2022
O112980,P1857,Automotive Parts,218,W4,Medina,3/23/2024,3/30/2024,4/8/2024,223,124,S358,PrimeDistributors,492.43,107349.74,Pending,6,Dammam,Sea,Medium,3,2024
O112981,P5907,Electronics,268,W2,Medina,12/28/2024,12/29/2024,1/1/2025,55,106,S333,QuickShip,351.87,94301.16,Delivered,0,Tabuk,Rail,Medium,12,2024
O112982,P5622,Food & Beverages,433,W5,Mecca,4/4/2025,4/5/2025,4/8/2025,768,216,S779,QuickShip,494.04,213919.32,Cancelled,0,Khobar,Sea,High,4,2025
O112983,P5147,Clothing,417,W3,Dammam,12/1/2024,12/6/2024,12/12/2024,794,257,S743,WarePro,345.92,144248.64,Delivered,4,Abu Dhabi,Road,Low,12,2024
O112984,P7898,Pharmaceuticals,277,W2,Dammam,6/5/2022,6/10/2022,6/17/2022,554,248,S308,PrimeDistributors,309.43,85712.11,Pending,4,New York,Air,Low,6,2022
O112985,P4545,Food & Beverages,145,W5,Riyadh,5/6/2025,5/9/2025,5/12/2025,816,62,S275,WarePro,387.51,56188.95,Pending,1,New York,Rail,High,5,2025
O112986,P9472,Clothing,334,W2,Mecca,11/13/2023,11/13/2023,11/21/2023,772,272,S631,QuickShip,111.56,37261.04,In Transit,3,Makkah,Sea,High,11,2023
O112987,P8885,Clothing,221,W3,Medina,6/17/2024,6/18/2024,6/28/2024,502,249,S444,SupplyCo,491.81,108690.01,Cancelled,8,Dammam,Air,Low,6,2024
O112988,P9486,Clothing,99,W2,Medina,8/22/2022,8/22/2022,8/27/2022,182,119,S596,QuickShip,114.97,11382.03,Pending,2,New York,Rail,High,8,2022
O112989,P4239,Food & Beverages,137,W2,Medina,12/27/2024,1/3/2025,1/12/2025,128,203,S601,QuickShip,311.16,42628.92,Delivered,7,Makkah,Air,High,12,2024
O112990,P6198,Pharmaceuticals,117,W5,Medina,11/23/2021,11/30/2021,12/5/2021,52,249,S837,WarePro,94.02,11000.34,Delivered,3,New York,Road,High,11,2021
O112991,P2168,Automotive Parts,470,W5,Jeddah,6/21/2022,6/22/2022,6/26/2022,843,189,S373,WarePro,11.63,5466.1,In Transit,2,Jazan,Rail,Medium,6,2022
O112992,P9683,Electronics,34,W1,Medina,2/23/2025,3/1/2025,3/7/2025,852,88,S802,WarePro,310.05,10541.7,Cancelled,3,Khobar,Rail,Low,2,2025
O112993,P9066,Electronics,39,W4,Riyadh,1/11/2023,1/11/2023,1/20/2023,304,94,S490,SupplyCo,79.57,3103.23,Cancelled,7,Tabuk,Rail,Medium,1,2023
O112994,P9900,Food & Beverages,36,W1,Dammam,4/19/2022,4/23/2022,4/25/2022,194,290,S412,QuickShip,18.52,666.72,Cancelled,0,Makkah,Rail,Low,4,2022
O112995,P7589,Automotive Parts,221,W3,Dammam,6/28/2021,7/1/2021,7/3/2021,181,265,S573,WarePro,388.99,85966.79,Delivered,0,Madina,Road,Low,6,2021
O112996,P1147,Pharmaceuticals,469,W4,Dammam,9/30/2022,10/5/2022,10/9/2022,572,104,S139,QuickShip,317.84,149066.96,Cancelled,0,Jazan,Air,Low,9,2022
O112997,P6813,Clothing,293,W3,Mecca,11/29/2024,12/1/2024,12/4/2024,885,87,S652,SupplyCo,483.11,141551.23,In Transit,1,Los Angeles,Rail,Low,11,2024
O112998,P4648,Furniture,436,W3,Dammam,4/24/2025,4/24/2025,4/30/2025,697,54,S407,GlobalSupplies,298.44,130119.84,In Transit,4,Tabuk,Air,High,4,2025
O112999,P6505,Electronics,370,W3,Jeddah,1/17/2025,1/24/2025,2/2/2025,899,209,S914,QuickShip,482.61,178565.7,Pending,7,Madina,Rail,Low,1,2025
O113000,P9935,Furniture,274,W1,Mecca,9/14/2024,9/21/2024,9/23/2024,506,159,S134,PrimeDistributors,210.9,57786.6,In Transit,0,Abu Dhabi,Air,High,9,2024
O113001,P7549,Electronics,330,W4,Dammam,7/28/2023,8/4/2023,8/11/2023,802,291,S865,PrimeDistributors,479.81,158337.3,Pending,3,Los Angeles,Rail,Low,7,2023
O113002,P5148,Pharmaceuticals,47,W5,Medina,3/7/2022,3/11/2022,3/17/2022,739,70,S359,GlobalSupplies,390.05,18332.35,Pending,4,Dammam,Road,Medium,3,2022
O113003,P9873,Electronics,207,W5,Jeddah,3/21/2022,3/24/2022,4/2/2022,435,190,S903,GlobalSupplies,422.16,87387.12,In Transit,5,Makkah,Rail,Low,3,2022
O113004,P2341,Automotive Parts,254,W3,Medina,5/20/2021,5/26/2021,5/28/2021,349,231,S522,SupplyCo,449.08,114066.32,Delivered,0,New York,Road,Low,5,2021
O113005,P1154,Food & Beverages,60,W1,Dammam,11/3/2021,11/4/2021,11/6/2021,112,244,S651,PrimeDistributors,403.75,24225,Pending,0,Los Angeles,Air,Low,11,2021
O113006,P3719,Electronics,429,W2,Jeddah,11/14/2023,11/19/2023,11/23/2023,136,234,S294,GlobalSupplies,243.79,104585.91,In Transit,1,Abu Dhabi,Road,Low,11,2023
O113007,P8328,Clothing,121,W3,Mecca,3/20/2023,3/21/2023,3/31/2023,862,135,S491,QuickShip,100.91,12210.11,Pending,6,Riyadh,Road,Low,3,2023
O113008,P4181,Electronics,397,W5,Dammam,11/2/2021,11/6/2021,11/8/2021,445,55,S528,QuickShip,497.41,197471.77,In Transit,0,New York,Road,Medium,11,2021
O113009,P9429,Electronics,266,W2,Dammam,2/23/2021,2/23/2021,3/3/2021,744,122,S721,PrimeDistributors,262.87,69923.42,Delivered,6,Tabuk,Air,High,2,2021
O113010,P6083,Clothing,219,W3,Dammam,12/24/2024,12/24/2024,1/2/2025,280,282,S238,GlobalSupplies,189.35,41467.65,Delivered,4,Madina,Rail,Medium,12,2024
O113011,P9416,Clothing,452,W3,Jeddah,12/26/2024,12/31/2024,1/6/2025,674,217,S458,GlobalSupplies,435.57,196877.64,Pending,1,Madina,Rail,Low,12,2024
O113012,P9231,Food & Beverages,393,W5,Riyadh,2/17/2025,2/21/2025,3/1/2025,692,138,S749,WarePro,64.48,25340.64,Pending,3,Los Angeles,Road,High,2,2025
O113013,P2929,Electronics,379,W4,Riyadh,3/25/2022,3/31/2022,4/6/2022,364,108,S887,WarePro,291.41,110444.39,In Transit,4,Riyadh,Road,Low,3,2022
O113014,P6443,Clothing,26,W3,Dammam,8/28/2021,9/1/2021,9/10/2021,871,63,S596,GlobalSupplies,167.02,4342.52,In Transit,6,Makkah,Air,Low,8,2021
O113015,P9161,Electronics,261,W2,Riyadh,5/26/2023,5/26/2023,5/29/2023,278,273,S597,WarePro,139.77,36479.97,Delivered,1,Dammam,Sea,Medium,5,2023
O113016,P2728,Pharmaceuticals,110,W5,Mecca,3/19/2023,3/22/2023,3/31/2023,401,271,S456,GlobalSupplies,226.16,24877.6,Delivered,5,Abu Dhabi,Air,High,3,2023
